address,price,beds,bath,size,place
157 Robinson Avenue,"$400,000",4 Beds,2 Baths,"1,680 Sq. Ft.","Newburgh, NY, 12550"
165 Lattintown 61,"$68,900",2 Beds,1 Bath,780 Sq. Ft.,"Newburgh, NY, 12550"
50 Carson Avenue,"$305,000",5 Beds,3 Baths,"1,688 Sq. Ft.","Newburgh, NY, 12550"
149 W Parmenter Street,"$95,000",2 Beds,1 Bath,492 Sq. Ft.,"Newburgh, NY, 12550"
111 Larter Avenue,"$279,000",3 Beds,2 Baths,"1,628 Sq. Ft.","Newburgh, NY, 12550"
449 3rd Street,"$399,500",5 Beds,2 Baths,"1,560 Sq. Ft.","Newburgh, NY, 12550"
0 Foxwood Drive,"$79,995",1 Acres,,,"Newburgh, NY, 12550"
0 Foxwood Drive,"$79,995",1 Acres,,,"Newburgh, NY, 12550"
Poppy La Lester Clrk Road,"$350,000",7.16 Acres,,,"Newburgh, NY, 12550"
Cloud Street,"$225,000",5.8 Acres,,,"Newburgh, NY, 12550"
3 Pinnacle Boulevard,"$1,350,000",4 Beds,6 Baths,"6,083 Sq. Ft.","Newburgh, NY, 12550"
4 Frozen Ridge Road,"$249,999",5.3 Acres,,,"Newburgh, NY, 12550"
Lot 8 Madison Rose Court,"$137,500",1.4 Acres,,,"Newburgh, NY, 12550"
6 Avoca Street,"$289,999",4 Beds,3 Baths,"1,964 Sq. Ft.","Newburgh, NY, 12550"
Frozen Ridge Lot 3 Road,"$89,000",1.2 Acres,,,"Newburgh, NY, 12550"
Frozen Ridge Lot 2 Road,"$89,000",1.1 Acres,,,"Newburgh, NY, 12550"
2 Distillery Path,"$714,900",4 Beds,5 Baths,"5,927 Sq. Ft.","Newburgh, NY, 12550"
1825 Route 300,"$79,000",1.1 Acres,,,"Newburgh, NY, 12550"
4 Chelsea View Terrace,"$2,950,000",5 Beds,8 Baths,"9,293 Sq. Ft.","Newburgh, NY, 12550"
16 Hilltop Avenue,"$315,000",3 Beds,1 Bath,"1,248 Sq. Ft.","Newburgh, NY, 12550"
9 Arlington Place,"$284,999",6 Beds,2 Baths,"1,786 Sq. Ft.","Newburgh, NY, 12550"
55 Grove Street,"$245,000",4 Beds,2 Baths,"1,704 Sq. Ft.","Newburgh, NY, 12550"
405 Grand Street,"$449,000",3 Beds,2 Baths,"2,794 Sq. Ft.","Newburgh, NY, 12550"
Lakeside Road,"$1,100,000",88.1 Acres,,,"Newburgh, NY, 12550"
199 Chambers Street,"$225,000",6 Beds,2 Baths,"5,342 Sq. Ft.","Newburgh, NY, 12550"
52 S Miller Street,"$424,999",9 Beds,3 Baths,"2,310 Sq. Ft.","Newburgh, NY, 12550"
86 N Drury Lane,"$525,000",4 Beds,3 Baths,"2,210 Sq. Ft.","Newburgh, NY, 12550"
299 Liberty Street,"$550,000",7 Beds,4 Baths,"3,318 Sq. Ft.","Newburgh, NY, 12550"
9 Sky View Court,"$275,000",2.1 Acres,,,"Newburgh, NY, 12589"
391 Liberty Street,"$248,000",4 Beds,2 Baths,"2,000 Sq. Ft.","Newburgh, NY, 12550"
355 Liberty Street,"$370,000",6 Beds,3 Baths,"2,740 Sq. Ft.","Newburgh, NY, 12550"
Summer Drive,"$1,450,000",48.8 Acres,,,"Newburgh, NY, 12550"
23 Merritt Lane,"$449,999",2.8 Acres,,,"Newburgh, NY, 12550"
6 Pond Ridge Crossing,"$99,599",1 Acres,,,"Newburgh, NY, 12550"
River Road,"$250,000",4.4 Acres,,,"Newburgh, NY, 12550"
38 Route 17K,"$6,000,000",18.7 Acres,,,"Newburgh, NY, 12550"
#12 Anchor Drive,"$179,000",1.1 Acres,,,"Newburgh, NY, 12550"
Fletcher Drive,"$150,000",0.16 Acres,,,"Newburgh, NY, 12550"
58 Fleetwood Drive,"$595,000",4 Beds,4 Baths,"3,146 Sq. Ft.","Newburgh, NY, 12550"
22 Maywood Road,"$595,000",4 Beds,4 Baths,"3,146 Sq. Ft.","Newburgh, NY, 12550"
Anchor Drive,"$280,000",1.1 Acres,,,"Newburgh, NY, 12550"
Chelsea VIEWLOT#15,"$300,000",0.95 Acres,,,"Newburgh, NY, 12550"
Chelsea VIEWLOT#11,"$415,000",1.65 Acres,,,"Newburgh, NY, 12550"
Chelsea VIEWLOT#4,"$415,000",3.3 Acres,,,"Newburgh, NY, 12550"
100 Corporate Boulevard,"$1,600,000",2.7 Acres,,,"Newburgh, NY, 12550"
147 Gidney Avenue,"$240,000",3 Beds,1 Bath,"1,144 Sq. Ft.","Newburgh, NY, 12550"
149 Wisner Avenue,"$230,000",3 Beds,1 Bath,"1,253 Sq. Ft.","Newburgh, NY, 12550"
157 Chambers Street,"$274,900",Studio,"2,640 Sq. Ft.",,"Newburgh, NY, 12550"
Pinnacle Boulevard,"$1,700,000",24 Acres,,,"Newburgh, NY, 12550"
170 Carson Avenue,"$230,000",3 Beds,1 Bath,"1,728 Sq. Ft.","Newburgh, NY, 12550"
58 Larter Avenue,"$119,000",2 Beds,1 Bath,736 Sq. Ft.,"Newburgh, NY, 12550"
109 Clinton Street,"$175,000",3 Beds,2 Baths,"1,120 Sq. Ft.","Newburgh, NY, 12550"
269 Powell Avenue,"$185,000",3 Beds,2 Baths,"2,054 Sq. Ft.","Newburgh, NY, 12550"
318 Rock Cut Road,"$49,990",2.7 Acres,,,"Newburgh, NY, 12586"
River Road Lot # 18,"$230,000",1.65 Acres,,,"Newburgh, NY, 12553"
Chelsea VIEWLOT#12,"$315,000",2.9 Acres,,,"Newburgh, NY, 12550"
Pinnacle Blvd Lot #,"$255,000",24 Acres,,,"Newburgh, NY, 12550"
2 Pinnacle Boulevard,"$245,000",1.45 Acres,,,"Newburgh, NY, 12550"
Chelsea View Terrace,"$300,000",2.9 Acres,,,"Newburgh, NY, 12550"
536 River Road,"$245,000",1.16 Acres,,,"Newburgh, NY, 12550"
6 Pinnacle Lot 16 Boulevard,"$300,000",1 Acres,,,"Newburgh, NY, 12550"
River Lot 18 Road,"$230,000",1.66 Acres,,,"Newburgh, NY, 12553"
1 Pinnacle Boulevard,"$255,000",1 Acres,,,"Newburgh, NY, 12550"
386 Lakeside Lot 3 Road,"$139,000",5 Acres,,,"Newburgh, NY, 12550"
"Newburgh, 12550","$798,000",5 Acres,,,"Newburgh, NY, 12550"
"Newburgh, 12550","$415,000",3.29 Acres,,,"Newburgh, NY, 12550"
"Newburgh, 12550","$415,000",1.65 Acres,,,"Newburgh, NY, 12550"
183 North Street,"$290,000",3 Beds,2 Baths,"1,300 Sq. Ft.","Newburgh, NY, 12550"
25 City Terrace,"$240,000",Studio,"1,584 Sq. Ft.",,"Newburgh, NY, 12550"
502 Barclay Manor 5B,"$85,000",1 Bed,1 Bath,638 Sq. Ft.,"Newburgh, NY, 12550"
11 Yeoman Road,"$400,000",3 Beds,2 Baths,"1,580 Sq. Ft.","Newburgh, NY, 12550"
29 Loscerbo Lane,"$420,000",4 Beds,3 Baths,"3,202 Sq. Ft.","Newburgh, NY, 12550"
8 Bellevue Road,"$274,999",2 Beds,1 Bath,909 Sq. Ft.,"Newburgh, NY, 12550"
18 Homewood Avenue,"$279,000",3 Beds,1 Bath,960 Sq. Ft.,"Newburgh, NY, 12550"
221 Dubois Street,"$260,000",4 Beds,3 Baths,"1,676 Sq. Ft.","Newburgh, NY, 12550"
25 Dubois Street,"$325,000",9 Beds,2 Baths,"2,600 Sq. Ft.","Newburgh, NY, 12550"
217 Dubois Street,"$275,000",4 Beds,2 Baths,"1,966 Sq. Ft.","Newburgh, NY, 12550"
11 Benkard Avenue,"$379,999",9 Beds,3 Baths,"3,222 Sq. Ft.","Newburgh, NY, 12550"
14 Distillery Path,"$549,900",3 Beds,2 Baths,"3,374 Sq. Ft.","Newburgh, NY, 12550"
1478 Route 300,"$525,000",4 Beds,2 Baths,"1,969 Sq. Ft.","Newburgh, NY, 12550"
81 Liberty Wh Street,"$657,000",7 Beds,3 Baths,"2,724 Sq. Ft.","Newburgh, NY, 12550"
10 Westwood Drive,"$320,000",3 Beds,1 Bath,960 Sq. Ft.,"Newburgh, NY, 12550"
1 Gusty Road,"$329,000",3 Beds,1 Bath,950 Sq. Ft.,"Newburgh, NY, 12550"
185 N Miller Street,"$170,000",3 Beds,2 Baths,"1,782 Sq. Ft.","Newburgh, NY, 12550"
74 Liberty Street Wh,"$480,000",4 Beds,"2,566 Sq. Ft.",,"Newburgh, NY, 12550"
274 Gardnertown Road,"$325,000",3 Beds,1 Bath,"1,388 Sq. Ft.","Newburgh, NY, 12550"
Fostertown Road,"$175,000",4 Acres,,,"Newburgh, NY, 12550"
271 Western Avenue,"$229,000",5 Beds,,,"Albany, NY, 12203"
70 Frederick Avenue,"$234,900",4 Beds,2 Baths,"1,338 Sq. Ft.","Albany, NY, 12205"
118 N Allen Street,"$235,000",4 Beds,"1,924 Sq. Ft.",,"Albany, NY, 12203"
132 Hamilton Street,"$207,000",4 Beds,"2,896 Sq. Ft.",,"Albany, NY, 12207"
75 New Shaker Road,"$439,800",3 Beds,2 Baths,"1,812 Sq. Ft.","Albany, NY, 12205"
33 Arcadia Court,"$249,000",2 Beds,1 Bath,"1,166 Sq. Ft.","Albany, NY, 12205"
1290 Broadway,"$180,000",3 Beds,1 Bath,"1,480 Sq. Ft.","Albany, NY, 12204"
44 Alexander Street,"$199,000",6 Beds,"3,174 Sq. Ft.",,"Albany, NY, 12202"
198 Holmes Dale,"$399,900",4 Beds,3 Baths,"2,411 Sq. Ft.","Albany, NY, 12208"
3 Kakely Street,"$274,900",4 Beds,4 Baths,"1,816 Sq. Ft.","Albany, NY, 12208"
1 Hawthorne Avenue,"$279,900",4 Beds,3 Baths,"1,800 Sq. Ft.","Albany, NY, 12203"
131 Shaker Road,"$249,900",3 Beds,2 Baths,876 Sq. Ft.,"Albany, NY, 12211"
3 Elberon Place,"$3,300,000",29 Beds,,,"Albany, NY, 12203"
23 Twiller Street,"$179,900",3 Beds,1 Bath,"1,246 Sq. Ft.","Albany, NY, 12209"
1025 Washington Ave Avenue,"$279,900",3 Beds,2 Baths,"2,106 Sq. Ft.","Albany, NY, 12206"
118 Philip Street,"$339,000",5 Beds,"3,048 Sq. Ft.",,"Albany, NY, 12202"
49 Albany Street,"$149,900",3 Beds,2 Baths,"1,932 Sq. Ft.","Albany, NY, 12204"
36 Woodridge Street,"$229,000",3 Beds,1 Bath,"1,176 Sq. Ft.","Albany, NY, 12203"
25B Pine Lane Apt 2,"$150,000",2 Beds,1 Bath,870 Sq. Ft.,"Albany, NY, 12203"
17 Belvidere Avenue,"$310,000",4 Beds,3 Baths,"1,957 Sq. Ft.","Albany, NY, 12203"
30 Myers Court,"$310,000",3 Beds,2 Baths,"1,665 Sq. Ft.","Albany, NY, 12205"
7 Delafield Drive,"$239,900",3 Beds,1 Bath,"1,188 Sq. Ft.","Albany, NY, 12205"
258 1st Street,"$114,000",6 Beds,"2,728 Sq. Ft.",,"Albany, NY, 12206"
77 Dove Street,"$279,000",4 Beds,"2,400 Sq. Ft.",,"Albany, NY, 12210"
261 Quail Street,"$89,900",5 Beds,"2,496 Sq. Ft.",,"Albany, NY, 12203"
00 Old Myers Drive,"$74,900",0.56 Acres,,,"Albany, NY, 12205"
6 Kensington Place,"$269,900",3 Beds,3 Baths,"1,212 Sq. Ft.","Albany, NY, 12209"
23 Slingerland Street,"$89,900",2 Beds,2 Baths,"1,476 Sq. Ft.","Albany, NY, 12202"
14 Governor Circle,"$285,000",2 Beds,2 Baths,"1,640 Sq. Ft.","Albany, NY, 12208"
17 Holland Avenue,"$265,000",6 Beds,"2,176 Sq. Ft.",,"Albany, NY, 12209"
17 Katherine Road,"$199,000",3 Beds,2 Baths,"1,061 Sq. Ft.","Albany, NY, 12205"
275 Third Street,"$184,900",6 Beds,"1,796 Sq. Ft.",,"Albany, NY, 12206"
6 Garden Street,"$49,000",2 Beds,1 Bath,660 Sq. Ft.,"Albany, NY, 12209"
91 Delaware Avenue,"$379,900",6 Beds,"4,392 Sq. Ft.",,"Albany, NY, 12202"
306 Sheridan Avenue,"$199,900",6 Beds,"2,208 Sq. Ft.",,"Albany, NY, 12206"
379 Madison Avenue,"$269,900",4 Beds,"1,800 Sq. Ft.",,"Albany, NY, 12210"
378 Madison Avenue,"$269,900",3 Beds,"1,512 Sq. Ft.",,"Albany, NY, 12210"
13 Cuyler Avenue,"$215,000",4 Beds,"2,064 Sq. Ft.",,"Albany, NY, 12209"
539 Hamilton Street,"$350,000",8 Beds,,,"Albany, NY, 12203"
1 Myrtle Avenue,"$229,900",6 Beds,"3,480 Sq. Ft.",,"Albany, NY, 12202"
35 Clermont Street,"$220,000",3 Beds,1 Bath,"1,336 Sq. Ft.","Albany, NY, 12203"
325 Consaul Road,"$369,000",3 Beds,2 Baths,"1,542 Sq. Ft.","Albany, NY, 12205"
59 Pinewood Ave Avenue,"$225,000",4 Beds,2 Baths,"1,992 Sq. Ft.","Albany, NY, 12208"
535 Sand Creek Road,"$525,000",5 Beds,3 Baths,"2,127 Sq. Ft.","Albany, NY, 12205"
74 Ramsey Place,"$249,900",4 Beds,2 Baths,"1,756 Sq. Ft.","Albany, NY, 12208"
51 Aspen Circle,"$384,900",4 Beds,3 Baths,"2,250 Sq. Ft.","Albany, NY, 12208"
80 Osborne Road,"$170,000",6 Beds,"1,695 Sq. Ft.",,"Albany, NY, 12205"
78 Osborne Road,"$195,000",4 Beds,"2,740 Sq. Ft.",,"Albany, NY, 12205"
427 W Lawrence Street,"$474,900",3 Beds,3 Baths,"2,300 Sq. Ft.","Albany, NY, 12208"
8 Ash Grove Place 5,"$249,000",2 Beds,2 Baths,"1,728 Sq. Ft.","Albany, NY, 12202"
792 Cortland Street,"$349,700",4 Beds,4 Baths,"2,422 Sq. Ft.","Albany, NY, 12203"
81 Mordella Rd Road,"$249,900",3 Beds,2 Baths,"1,500 Sq. Ft.","Albany, NY, 12205"
61 Bentwood Court,"$399,900",6 Beds,4 Baths,"2,230 Sq. Ft.","Albany, NY, 12203"
183 First Street,"$139,000",5 Beds,"2,440 Sq. Ft.",,"Albany, NY, 12210"
18 Wicken Square,"$295,900",3 Beds,2 Baths,"1,628 Sq. Ft.","Albany, NY, 12205"
536 Morris Street St,"$270,000",8 Beds,"2,409 Sq. Ft.",,"Albany, NY, 12208"
399 State Street Apt 404,"$124,500",Studio,1 Bath,424 Sq. Ft.,"Albany, NY, 12210"
4 Braintree Street,"$189,000",2 Beds,1 Bath,844 Sq. Ft.,"Albany, NY, 12205"
213 Hackett Blvd,"$279,900",3 Beds,3 Baths,"1,717 Sq. Ft.","Albany, NY, 12208"
1 Lincoln Ave Avenue,"$275,000",6 Beds,"2,432 Sq. Ft.",,"Albany, NY, 12206"
3 Davis Court,"$399,900",4 Beds,3 Baths,"2,514 Sq. Ft.","Albany, NY, 12208"
337 3rd Street,"$215,000",6 Beds,,,"Albany, NY, 12206"
11 N Greenway,"$335,000",4 Beds,2 Baths,"1,668 Sq. Ft.","Albany, NY, 12208"
73 Eileen Street,"$279,000",5 Beds,3 Baths,"2,002 Sq. Ft.","Albany, NY, 12203"
60 Ten Eyck Avenue,"$325,900",6 Beds,"3,138 Sq. Ft.",,"Albany, NY, 12209"
130 Sand Creek Road,"$199,000",2 Beds,1 Bath,"1,518 Sq. Ft.","Albany, NY, 12205"
3 Keystone Court,"$399,900",4 Beds,3 Baths,"2,000 Sq. Ft.","Albany, NY, 12205"
11 N Pine Avenue,"$269,000",6 Beds,3 Baths,"3,385 Sq. Ft.","Albany, NY, 12203"
5 Farnam Place,"$299,900",4 Beds,2 Baths,"1,660 Sq. Ft.","Albany, NY, 12205"
11 Grace Street,"$290,000",3 Beds,2 Baths,"1,658 Sq. Ft.","Albany, NY, 12205"
182 Whitehall Road,"$249,900",4 Beds,2 Baths,"1,624 Sq. Ft.","Albany, NY, 12209"
213 Livingston Avenue,"$53,900",3 Beds,1 Bath,"1,100 Sq. Ft.","Albany, NY, 12210"
321 State Street,"$679,900",4 Beds,4 Baths,"2,573 Sq. Ft.","Albany, NY, 12210"
152 Chestnut Street,"$399,000",4 Beds,3 Baths,"2,828 Sq. Ft.","Albany, NY, 12210"
101 Pinehurst Avenue,"$314,900",3 Beds,2 Baths,"1,452 Sq. Ft.","Albany, NY, 12203"
39 Mereline Avenue,"$109,900",3 Beds,1 Bath,"1,134 Sq. Ft.","Albany, NY, 12209"
480 Clinton Avenue,"$185,000",5 Beds,"2,174 Sq. Ft.",,"Albany, NY, 12206"
291 Northern Boulevard,"$149,900",6 Beds,"2,436 Sq. Ft.",,"Albany, NY, 12210"
58 Osborne Street,"$124,999",3 Beds,"1,936 Sq. Ft.",,"Albany, NY, 12202"
414 Second Avenue,"$150,000",7 Beds,"2,292 Sq. Ft.",,"Albany, NY, 12209"
128 Lark Street,"$140,000",5 Beds,"2,910 Sq. Ft.",,"Albany, NY, 12210"
14 Central Avenue,"$200,000",6 Beds,"3,072 Sq. Ft.",,"Albany, NY, 12210"
845 Washington Avenue,"$149,900",3 Beds,3 Baths,"1,136 Sq. Ft.","Albany, NY, 12206"
3 Arcadia Avenue,"$249,900",4 Beds,"2,400 Sq. Ft.",,"Albany, NY, 12209"
403 Hackett Boulevard,"$279,900",3 Beds,2 Baths,"1,352 Sq. Ft.","Albany, NY, 12208"
26 Aspen Circle,"$399,800",4 Beds,3 Baths,"3,096 Sq. Ft.","Albany, NY, 12208"
2 Amy Marie Court,"$339,000",4 Beds,2 Baths,"1,860 Sq. Ft.","Albany, NY, 12205"
124 2nd Avenue,"$154,900",5 Beds,2 Baths,"2,257 Sq. Ft.","Albany, NY, 12202"
206 Jay Street,"$295,000",3 Beds,,,"Albany, NY, 12210"
18 N Allen Street,"$240,000",7 Beds,"2,232 Sq. Ft.",,"Albany, NY, 12203"
187 Shaker Road,"$274,800",5 Beds,2 Baths,"1,816 Sq. Ft.","Albany, NY, 12211"
4 Holmes Court,"$213,500",3 Beds,1 Bath,"1,216 Sq. Ft.","Albany, NY, 12209"
22 Bancroft Street,"$270,000",4 Beds,2 Baths,"1,764 Sq. Ft.","Albany, NY, 12208"
9 Orchard Avenue,"$239,900",3 Beds,2 Baths,"1,035 Sq. Ft.","Albany, NY, 12203"
7 Hazelhurst Avenue,"$229,900",3 Beds,1 Bath,"1,100 Sq. Ft.","Albany, NY, 12203"
71 N Bridge Drive,"$379,000",4 Beds,2 Baths,"2,103 Sq. Ft.","Albany, NY, 12203"
94 Chestnut Street,"$799,900",6 Beds,"4,928 Sq. Ft.",,"Albany, NY, 12210"
9 Birch Hill Road,"$465,000",4 Beds,4 Baths,"4,452 Sq. Ft.","Albany, NY, 12211"
29 Clermont Street,"$289,900",3 Beds,2 Baths,"1,614 Sq. Ft.","Albany, NY, 12203"
469 Ontario,"$1,449,000",,,,"Albany, NY, 12208"
17 Pierce St Street,"$285,000",7 Beds,,,"Albany, NY, 12203"
48 Euclid Avenue,"$385,000",4 Beds,3 Baths,"3,000 Sq. Ft.","Albany, NY, 12203"
23 Rutland Street,"$159,000",4 Beds,,,"Albany, NY, 12209"
15 Jeanette Street,"$90,000",3 Beds,1 Bath,"1,386 Sq. Ft.","Albany, NY, 12209"
239 Park Avenue,"$190,000",5 Beds,"2,380 Sq. Ft.",,"Albany, NY, 12202"
379 Orange Street,"$99,999",6 Beds,"2,670 Sq. Ft.",,"Albany, NY, 12206"
2 N Manning Boulevard,"$150,000",6 Beds,"2,128 Sq. Ft.",,"Albany, NY, 12206"
129 Green Street 41,"$80,000",1 Bed,1 Bath,879 Sq. Ft.,"Albany, NY, 12202"
220 Hansen,"$280,000",3 Beds,2 Baths,,"Albany, NY, 12208"
248 2nd Street,"$70,000",4 Beds,"2,392 Sq. Ft.",,"Albany, NY, 12206"
688 Central Avenue,"$350,000",10 Beds,"2,732 Sq. Ft.",,"Albany, NY, 12206"
709 Washington Avenue,"$189,900",3 Beds,1 Bath,"1,300 Sq. Ft.","Albany, NY, 12206"
324 Western Avenue,"$340,000",8 Beds,"2,264 Sq. Ft.",,"Albany, NY, 12203"
163 Benson Street,"$215,000",4 Beds,2 Baths,"1,630 Sq. Ft.","Albany, NY, 12206"
458 Yates Street,"$155,900",5 Beds,1 Bath,"1,838 Sq. Ft.","Albany, NY, 12208"
598 Livingston Avenue,"$120,000",6 Beds,"1,608 Sq. Ft.",,"Albany, NY, 12206"
430 3rd Street,"$145,000",8 Beds,"2,350 Sq. Ft.",,"Albany, NY, 12206"
281 2nd Street,"$125,000",7 Beds,"1,624 Sq. Ft.",,"Albany, NY, 12206"
136 Green Street,"$130,000",4 Beds,"1,648 Sq. Ft.",,"Albany, NY, 12202"
307 1st Street,"$90,000",4 Beds,"1,210 Sq. Ft.",,"Albany, NY, 12206"
154 Lark Street,"$75,000",5 Beds,"2,600 Sq. Ft.",,"Albany, NY, 12210"
11 Corlear Street,"$135,000",2 Beds,1 Bath,712 Sq. Ft.,"Albany, NY, 12209"
80 Grove Avenue,"$159,900",3 Beds,2 Baths,"1,452 Sq. Ft.","Albany, NY, 12208"
24 Beverly Avenue,"$169,500",3 Beds,1 Bath,"1,092 Sq. Ft.","Albany, NY, 12206"
1 Ayre Drive,"$264,900",3 Beds,2 Baths,"1,152 Sq. Ft.","Albany, NY, 12203"
472 Yates Street,"$145,800",4 Beds,2 Baths,"1,204 Sq. Ft.","Albany, NY, 12208"
691 Delaware Avenue,"$39,000",0.95 Acres,,,"Albany, NY, 12209"
5 N Elmhurst Avenue,"$229,900",3 Beds,1 Bath,"1,478 Sq. Ft.","Albany, NY, 12205"
2 Tremont Street,"$250,000",4 Beds,2 Baths,"1,752 Sq. Ft.","Albany, NY, 12205"
718 Central Avenue,"$1,500,000",18 Beds,9 Baths,"15,368 Sq. Ft.","Albany, NY, 12206"
12 Birch Hill Road,"$799,000",4 Beds,5 Baths,"3,611 Sq. Ft.","Albany, NY, 12211"
46 Croswell St Street,"$245,000",4 Beds,2 Baths,"1,094 Sq. Ft.","Albany, NY, 12206"
717 Washington Avenue,"$214,900",3 Beds,2 Baths,"1,456 Sq. Ft.","Albany, NY, 12206"
868 Lancaster Street,"$225,000",4 Beds,1 Bath,"2,169 Sq. Ft.","Albany, NY, 12203"
347 Madison Avenue,"$294,900",5 Beds,"2,992 Sq. Ft.",,"Albany, NY, 12210"
53 N Manning Boulevard,"$179,900",6 Beds,"1,880 Sq. Ft.",,"Albany, NY, 12206"
27 Hackett Avenue,"$299,900",3 Beds,"1,848 Sq. Ft.",,"Albany, NY, 12205"
85 Vly Road,"$349,000",3 Beds,2 Baths,"2,250 Sq. Ft.","Albany, NY, 12205"
2 Englewood Place,"$850,000",6 Beds,5 Baths,"7,480 Sq. Ft.","Albany, NY, 12203"
24 Victor St Street,"$309,000",4 Beds,4 Baths,"2,002 Sq. Ft.","Albany, NY, 12206"
8 Lynn Drive,"$35,999",0.19 Acres,,,"Albany, NY, 12205"
15 N Lake Avenue,"$350,000",8 Beds,"1,982 Sq. Ft.",,"Albany, NY, 12203"
139 Grand Street,"$249,000",5 Beds,"2,706 Sq. Ft.",,"Albany, NY, 12202"
530 Second Street,"$99,900",4 Beds,"1,920 Sq. Ft.",,"Albany, NY, 12206"
390 2nd Street,"$105,000",4 Beds,"1,720 Sq. Ft.",,"Albany, NY, 12206"
28 Lexington Avenue,"$125,000",6 Beds,"3,300 Sq. Ft.",,"Albany, NY, 12206"
47 Watervliet Avenue,"$125,000",5 Beds,"2,772 Sq. Ft.",,"Albany, NY, 12206"
323 1st Street,"$100,000",6 Beds,"1,400 Sq. Ft.",,"Albany, NY, 12206"
399 State St Unit 907 907,"$99,000",1 Bed,1 Bath,338 Sq. Ft.,"Albany, NY, 12210"
399 State St Unit 308 308,"$99,000",1 Bed,1 Bath,341 Sq. Ft.,"Albany, NY, 12210"
12 Mereline Avenue,"$179,900",2 Beds,1 Bath,918 Sq. Ft.,"Albany, NY, 12209"
32A Pine Ln 3,"$155,000",2 Beds,1 Bath,870 Sq. Ft.,"Albany, NY, 12203"
102 And 96 Van Rensselaer Boulevard,"$124,900",1.57 Acres,,,"Albany, NY, 12204"
56 Everett Road,"$199,999",3 Beds,2 Baths,"1,396 Sq. Ft.","Albany, NY, 12205"
130 Krumkill Road,"$249,900",7 Acres,,,"Albany, NY, 12208"
31 Bertha Street,"$179,900",6 Beds,"2,232 Sq. Ft.",,"Albany, NY, 12209"
524 Hamilton Street,"$172,000",5 Beds,"1,710 Sq. Ft.",,"Albany, NY, 12203"
145 Ontario St,"$335,000",8 Beds,3 Baths,"3,080 Sq. Ft.","Albany, NY, 12206"
81 Columbia St Street,"$550,000",9 Beds,"3,249 Sq. Ft.",,"Albany, NY, 12210"
16 Ten Broeck Place,"$285,000",4 Beds,"3,120 Sq. Ft.",,"Albany, NY, 12210"
18-24 Ten Broeck Place,"$300,000",4 Beds,"3,120 Sq. Ft.",,"Albany, NY, 12210"
16-24 Ten Broeck Place,"$580,000",8 Beds,"6,200 Sq. Ft.",,"Albany, NY, 12210"
357 Clinton Ave Avenue,"$235,000",4 Beds,"2,218 Sq. Ft.",,"Albany, NY, 12206"
10 Zuni Street,"$24,900",0 Acres,,,"Albany, NY, 12208"
52 Wilshire Drive,"$275,000",3 Beds,2 Baths,"1,986 Sq. Ft.","Albany, NY, 12205"
560 North Pearl Street,"$550,000",12 Beds,"5,712 Sq. Ft.",,"Albany, NY, 12204"
300 State Street,"$1,100,000",6 Beds,,,"Albany, NY, 12210"
590 Livingston Avenue,"$139,000",3 Beds,"1,232 Sq. Ft.",,"Albany, NY, 12206"
37 Hurlbut Street,"$210,000",6 Beds,"2,162 Sq. Ft.",,"Albany, NY, 12209"
14 Emerson,"$439,400",3 Beds,3 Baths,"2,159 Sq. Ft.","Albany, NY, 12159"
17 Homestead Avenue,"$305,000",6 Beds,"2,828 Sq. Ft.",,"Albany, NY, 12203"
357 Manning Boulevard,"$242,500",4 Beds,"2,048 Sq. Ft.",,"Albany, NY, 12206"
9 Joseph Terrace,"$449,000",7 Beds,4 Baths,"3,064 Sq. Ft.","Albany, NY, 12203"
192 Ontario Street,"$719,000",7 Beds,,,"Albany, NY, 12203"
519 Washington Avenue,"$99,900",2 Beds,1 Bath,960 Sq. Ft.,"Albany, NY, 12206"
17 Chapel Street 405,"$449,900",2 Beds,2 Baths,"1,650 Sq. Ft.","Albany, NY, 12210"
269 Elk Street,"$165,000",4 Beds,"1,892 Sq. Ft.",,"Albany, NY, 12206"
611 Clinton Avenue,"$165,000",6 Beds,"1,862 Sq. Ft.",,"Albany, NY, 12206"
26 Lexington Avenue,"$130,000",6 Beds,"2,700 Sq. Ft.",,"Albany, NY, 12206"
476 Clinton Avenue,"$120,000",4 Beds,"2,174 Sq. Ft.",,"Albany, NY, 12206"
399 State St 907,"$99,000",Studio,1 Bath,338 Sq. Ft.,"Albany, NY, 12210"
399 State St 308,"$99,000",Studio,1 Bath,341 Sq. Ft.,"Albany, NY, 12210"
155 Lark,"$75,000",7 Beds,3 Baths,"2,861 Sq. Ft.","Albany, NY, 12210"
66 Robin Street,"$84,999",3 Beds,"2,280 Sq. Ft.",,"Albany, NY, 12206"
99 Columbia St Street,"$550,000",8 Beds,"3,328 Sq. Ft.",,"Albany, NY, 12210"
353 3rd Street,"$234,900",8 Beds,"2,663 Sq. Ft.",,"Albany, NY, 12206"
137 4th Avenue,"$170,000",5 Beds,"2,880 Sq. Ft.",,"Albany, NY, 12202"
95 N Allen Street,"$425,000",6 Beds,"3,250 Sq. Ft.",,"Albany, NY, 12203"
327 Madison Avenue,"$449,000",5 Beds,4 Baths,"2,688 Sq. Ft.","Albany, NY, 12210"
241 First Street,"$69,999",5 Beds,"1,980 Sq. Ft.",,"Albany, NY, 12206"
0 McCormack Road,"$65,000",12.6 Acres,,,"Albany, NY, 12208"
