address,price_$,beds,bath,place,size_sq.ft
4040 Rosa Dr,799990,4.0,3.0,"Nolensville, TN, 37135",2543.0
4025 Rosa Dr,649990,3.0,3.0,"Nolensville, TN, 37135",2089.0
3030 Ozment Dr,659990,3.0,3.0,"Nolensville, TN, 37135",2211.0
2385 Orchard St,699000,4.0,3.0,"Nolensville, TN, 37135",2790.0
1017 Wadeslea Ln,980000,4.0,5.0,"Nolensville, TN, 37135",3702.0
1523 Winding Creek Dr,355000,2.0,3.0,"Nolensville, TN, 37135",1240.0
5041 Ozment Dr,989000,5.0,4.0,"Nolensville, TN, 37135",3679.0
1521 Esplanade Dr,1499900,4.0,5.0,"Nolensville, TN, 37135",3814.0
2036 Catalina Way,1149000,5.0,4.0,"Nolensville, TN, 37135",4066.0
6063 Yellowstone Dr,749990,3.0,3.0,"Nolensville, TN, 37135",2494.0
605 Candleshoe Ct,1149000,4.0,4.0,"Nolensville, TN, 37135",3830.0
1804 Looking Glass Ln,650000,3.0,3.0,"Nolensville, TN, 37135",2426.0
2215 Carouth Ct,819900,4.0,3.0,"Nolensville, TN, 37135",2553.0
1121 Angela Ann Ct,1265900,5.0,6.0,"Nolensville, TN, 37135",3973.0
1109 Angela Ann Ct,1149900,5.0,4.0,"Nolensville, TN, 37135",3242.0
5032 Ozment Dr,950000,5.0,4.0,"Nolensville, TN, 37135",3679.0
9721 Clovercroft Rd,995000,3.0,3.0,"Nolensville, TN, 37135",3454.0
160 Sedona Woods Trl,829000,4.0,3.0,"Nolensville, TN, 37135",3107.0
2033 Bocage Cir,1124900,4.0,4.0,"Nolensville, TN, 37135",3685.0
3339 Redmon Hl,749900,4.0,3.0,"Nolensville, TN, 37135",2947.0
4052 Rosa Dr,737990,4.0,3.0,"Nolensville, TN, 37135",2402.0
1508 Little Leaf Way,1050000,4.0,4.0,"Nolensville, TN, 37135",2966.0
631 Mer Rouge Dr,675000,4.0,3.0,"Nolensville, TN, 37135",1994.0
4048 Rosa Dr,827990,5.0,4.0,"Nolensville, TN, 37135",2877.0
1035 Magic Mountain Ln,2250000,3.0,4.0,"Nolensville, TN, 37135",3559.0
4660 Robin Ln,975000,5.0,4.0,"Nolensville, TN, 37135",3501.0
3216 Saltville Aly,488828,3.0,2.0,"Nolensville, TN, 37135",1599.0
4645 Genevieve Leigh Drive,1200000,5.0,6.0,"Nolensville, TN, 37135",4183.0
301 Fishing Ford Ct,849900,4.0,4.0,"Nolensville, TN, 37135",3132.0
3028 Ballenger Dr,749900,4.0,3.0,"Nolensville, TN, 37135",2861.0
501 Cedar Brook Ln,689900,4.0,2.0,"Nolensville, TN, 37135",2784.0
1473 Wolf Creek Dr,1249999,4.0,4.0,"Nolensville, TN, 37135",3963.0
1003 Flannery Ct,634900,5.0,4.0,"Nolensville, TN, 37135",3419.0
420 Sweet Fern Dr,949900,4.0,3.0,"Nolensville, TN, 37135",3334.0
8152 Middlewick Ln,923776,4.0,3.0,"Nolensville, TN, 37135",3432.0
836 Goswell Dr 4,329900,2.0,2.0,"Nolensville, TN, 37135",1156.0
4060 Rosa Dr,782790,4.0,3.0,"Nolensville, TN, 37135",2711.0
4611 Robin Ln,749900,3.0,2.0,"Nolensville, TN, 37135",2397.0
7167 Nolen Park Cir,825000,5.0,3.0,"Nolensville, TN, 37135",3603.0
108 Cureton Ct,1650000,4.0,4.0,"Nolensville, TN, 37135",4455.0
234 Belgian Rd,1795000,5.0,5.0,"Nolensville, TN, 37135",4947.0
555 Great Angelica Way,990900,4.0,4.0,"Nolensville, TN, 37135",3678.0
2516 Carmine St,759000,4.0,4.0,"Nolensville, TN, 37135",3257.0
100 Telfair Ln,1149000,5.0,6.0,"Nolensville, TN, 37135",3911.0
2161 Kirkwall Dr,649900,3.0,2.0,"Nolensville, TN, 37135",2035.0
2127 Sister Ct,785000,4.0,3.0,"Nolensville, TN, 37135",2998.0
1820 Burke Hollow Road,1050000,3.0,2.0,"Nolensville, TN, 37135",3382.0
812 Edson Ln,999000,3.0,3.0,"Nolensville, TN, 37135",3511.0
5024 Burke Trl,689900,4.0,3.0,"Nolensville, TN, 37135",2626.0
105 McCord Ct,549990,4.0,3.0,"Nolensville, TN, 37135",2131.0
2424 Trivaca Ln,679900,4.0,3.0,"Nolensville, TN, 37135",2501.0
7164 Nolen Park Cir,688990,3.0,3.0,"Nolensville, TN, 37135",2916.0
2705 Cortlandt Ln,695000,4.0,3.0,"Nolensville, TN, 37135",2810.0
1026 Stoneleigh Ln 204,349900,2.0,2.0,"Nolensville, TN, 37135",1156.0
4791 Jobe Trl,729900,4.0,3.0,"Nolensville, TN, 37135",2618.0
508 Clemente Ave,1195000,5.0,4.0,"Nolensville, TN, 37135",4129.0
748 Alameda Ave,999900,5.0,4.0,"Nolensville, TN, 37135",3940.0
2108 Sister Ct,639000,4.0,3.0,"Nolensville, TN, 37135",2408.0
117 Kearney Ct,774500,4.0,4.0,"Nolensville, TN, 37135",3215.0
7355 Nolensville Rd,1500000,5.0,4.0,"Nolensville, TN, 37135",4724.0
1117 Angela Ann Ct,1299900,5.0,5.0,"Nolensville, TN, 37135",4180.0
4061 Liberton Way,684900,4.0,4.0,"Nolensville, TN, 37135",2452.0
1023 Crossfield Dr,1149900,4.0,5.0,"Nolensville, TN, 37135",4660.0
2208 Steel Ct,1250000,5.0,5.0,"Nolensville, TN, 37135",4461.0
725 Chard Ln,519900,3.0,4.0,"Nolensville, TN, 37013",2222.0
1041 Annecy Pkwy,1975000,5.0,6.0,"Nolensville, TN, 37135",5332.0
1016 Annecy Pkwy,2090000,5.0,7.0,"Nolensville, TN, 37135",5791.0
820 Novalis St,919990,5.0,4.0,"Nolensville, TN, 37135",3150.0
816 Novalis St,949900,5.0,4.0,"Nolensville, TN, 37135",3137.0
9820 Sam Donald Rd,1275000,,,"Nolensville, TN, 37135",
6827 Nolensville Rd,1500000,1.0,,"Nolensville, TN, 37013",
819 Novalis St,1199990,5.0,5.0,"Nolensville, TN, 37135",4539.0
827 Novalis St,1224990,6.0,6.0,"Nolensville, TN, 37135",5441.0
5048 Evangeline Place,919990,5.0,4.0,"Nolensville, TN, 37135",3084.0
2518 Broome St,699900,5.0,4.0,"Nolensville, TN, 37135",2767.0
5044 Evangeline Place,924990,5.0,4.0,"Nolensville, TN, 37135",3143.0
5040 Evangeline Place,899990,4.0,3.0,"Nolensville, TN, 37135",2804.0
2231 Broadway St,924990,5.0,4.0,"Nolensville, TN, 37135",3133.0
3032 Palladian Lane,986000,4.0,4.0,"Nolensville, TN, 37135",2816.0
2235 Broadway St,959990,5.0,4.0,"Nolensville, TN, 37135",2851.0
2227 Broadway Street,889990,5.0,4.0,"Nolensville, TN, 37135",3084.0
2370 Rocky Fork Rd,1790000,8.2,,"Nolensville, TN, 37135",
0 Warren Hollow Rd,595000,10.26,,"Nolensville, TN, 37135",
0 Nolensville Rd,999900,29.41,,"Nolensville, TN, 37135",
1008 Stoneleigh Ln,584900,4.0,4.0,"Nolensville, TN, 37135",2278.0
2801 McCanless Rd,295000,,,"Nolensville, TN, 37135",
109 Cureton Court,1499900,5.0,6.0,"Nolensville, TN, 37135",4462.0
4058 Addie Francis Drive,924990,4.0,4.0,"Nolensville, TN, 37135",2572.0
4050 Addie Francis Drive,899990,4.0,4.0,"Nolensville, TN, 37135",2645.0
4054 Addie Francis Drive,849990,4.0,4.0,"Nolensville, TN, 37135",2659.0
"Nolensville, 37135",734990,3.0,2.0,"Nolensville, TN, 37135",2154.0
"Nolensville, 37135",759990,3.0,3.0,"Nolensville, TN, 37135",2517.0
"Nolensville, 37135",659990,3.0,3.0,"Nolensville, TN, 37135",1791.0
"Nolensville, 37135",649990,3.0,3.0,"Nolensville, TN, 37135",2089.0
"Nolensville, 37135",599990,3.0,2.0,"Nolensville, TN, 37135",1507.0
"Nolensville, 37135",754990,4.0,3.0,"Nolensville, TN, 37135",2572.0
"Nolensville, 37135",718900,3.0,3.0,"Nolensville, TN, 37135",2664.0
"Nolensville, 37135",754900,3.0,3.0,"Nolensville, TN, 37135",2915.0
"Nolensville, 37135",757900,4.0,4.0,"Nolensville, TN, 37135",3240.0
"Nolensville, 37135",791900,4.0,4.0,"Nolensville, TN, 37135",3426.0
"Nolensville, 37135",802900,4.0,4.0,"Nolensville, TN, 37135",3472.0
"Nolensville, 37135",813900,4.0,5.0,"Nolensville, TN, 37135",3613.0
"Nolensville, 37135",820900,5.0,5.0,"Nolensville, TN, 37135",3667.0
"Nolensville, 37135",789990,4.0,3.0,"Nolensville, TN, 37135",2877.0
"Nolensville, 37135",689990,3.0,2.0,"Nolensville, TN, 37135",1690.0
4632 Sawmill Pl,739900,3.0,3.0,"Nolensville, TN, 37135",2800.0
7628 Kemberton Dr E,549900,5.0,3.0,"Nolensville, TN, 37135",2326.0
4650 Robin Lane,819900,4.0,3.0,"Nolensville, TN, 37135",2783.0
5008 Ozment Dr,814990,4.0,4.0,"Nolensville, TN, 37122",2884.0
5044 Ozment Dr,874990,4.0,4.0,"Nolensville, TN, 37122",2884.0
619 Silva Ln,1350000,5.0,7.0,"Nolensville, TN, 37135",4563.0
3022 Ozment Dr,710990,3.0,3.0,"Nolensville, TN, 37135",2211.0
4040 Rosa Dr,799990,4.0,3.0,"Nolensville, TN, 37135",2543.0
4025 Rosa Dr,649990,3.0,3.0,"Nolensville, TN, 37135",2089.0
3030 Ozment Dr,659990,3.0,3.0,"Nolensville, TN, 37135",2211.0
2385 Orchard St,699000,4.0,3.0,"Nolensville, TN, 37135",2790.0
1017 Wadeslea Ln,980000,4.0,5.0,"Nolensville, TN, 37135",3702.0
1523 Winding Creek Dr,355000,2.0,3.0,"Nolensville, TN, 37135",1240.0
5041 Ozment Dr,989000,5.0,4.0,"Nolensville, TN, 37135",3679.0
1521 Esplanade Dr,1499900,4.0,5.0,"Nolensville, TN, 37135",3814.0
2036 Catalina Way,1149000,5.0,4.0,"Nolensville, TN, 37135",4066.0
6063 Yellowstone Dr,749990,3.0,3.0,"Nolensville, TN, 37135",2494.0
605 Candleshoe Ct,1149000,4.0,4.0,"Nolensville, TN, 37135",3830.0
2060 Bocage Cir,1249900,4.0,4.0,"Nolensville, TN, 37135",3830.0
25 City Terrace,240000,,,"Newburgh, NY, 12550",
502 Barclay Manor 5B,85000,1.0,1.0,"Newburgh, NY, 12550",638.0
11 Yeoman Road,400000,3.0,2.0,"Newburgh, NY, 12550",1580.0
29 Loscerbo Lane,420000,4.0,3.0,"Newburgh, NY, 12550",3202.0
8 Bellevue Road,274999,2.0,1.0,"Newburgh, NY, 12550",909.0
18 Homewood Avenue,279000,3.0,1.0,"Newburgh, NY, 12550",960.0
221 Dubois Street,260000,4.0,3.0,"Newburgh, NY, 12550",1676.0
25 Dubois Street,325000,9.0,2.0,"Newburgh, NY, 12550",2600.0
217 Dubois Street,275000,4.0,2.0,"Newburgh, NY, 12550",1966.0
11 Benkard Avenue,379999,9.0,3.0,"Newburgh, NY, 12550",3222.0
14 Distillery Path,549900,3.0,2.0,"Newburgh, NY, 12550",3374.0
1478 Route 300,525000,4.0,2.0,"Newburgh, NY, 12550",1969.0
81 Liberty Wh Street,657000,7.0,3.0,"Newburgh, NY, 12550",2724.0
10 Westwood Drive,320000,3.0,1.0,"Newburgh, NY, 12550",960.0
1 Gusty Road,329000,3.0,1.0,"Newburgh, NY, 12550",950.0
185 N Miller Street,170000,3.0,2.0,"Newburgh, NY, 12550",1782.0
74 Liberty Street Wh,480000,4.0,,"Newburgh, NY, 12550",
274 Gardnertown Road,325000,3.0,1.0,"Newburgh, NY, 12550",1388.0
Fostertown Road,175000,4.0,,"Newburgh, NY, 12550",
35 Cocoa Lane,410000,3.0,2.0,"Newburgh, NY, 12550",1725.0
28 Cedar Court,389000,4.0,3.0,"Newburgh, NY, 12550",2144.0
8 Central Avenue,698000,9.0,,"Newburgh, NY, 12550",
462 Liberty Street,474000,7.0,2.0,"Newburgh, NY, 12550",1248.0
32 Hudson View Terrace,235000,2.0,1.0,"Newburgh, NY, 12550",1074.0
1050 Maggie Road 1311,350000,2.0,2.0,"Newburgh, NY, 12550",1200.0
801 Broadway,249000,4.0,1.0,"Newburgh, NY, 12550",1372.0
913 River Road,169000,4.0,1.0,"Newburgh, NY, 12550",1792.0
288-292 Lakeside Road,599900,6.0,3.0,"Newburgh, NY, 12550",2112.0
54 Rock Cut Rd,349000,3.0,2.0,"Newburgh, NY, 12550",2674.0
12 Town Line Road,339900,3.0,2.0,"Newburgh, NY, 12550",2064.0
72 Chestnut Lane,320000,2.0,1.0,"Newburgh, NY, 12550",1830.0
244 Liberty Street,500000,7.0,3.0,"Newburgh, NY, 12550",3369.0
142 Locust Lane,429000,4.0,3.0,"Newburgh, NY, 12550",2524.0
3 Distillery Path,534999,3.0,3.0,"Newburgh, NY, 12550",2184.0
7 Echo Lane,499999,4.0,3.0,"Newburgh, NY, 12550",3286.0
75 Liberty Street Wh,539000,4.0,3.0,"Newburgh, NY, 12550",3264.0
2 Balmville Road,795000,7.0,3.0,"Newburgh, NY, 12550",4051.0
135 Dogwood Lane,595000,4.0,3.0,"Newburgh, NY, 12550",2841.0
67 Susan Drive,1995000,6.0,6.0,"Newburgh, NY, 12550",9007.0
18 Breezy Knoll Drive,389900,3.0,2.0,"Newburgh, NY, 12550",2187.0
195 Montgomery Street,560000,4.0,3.0,"Newburgh, NY, 12550",1612.0
5 Queens Way,400000,4.0,3.0,"Newburgh, NY, 12550",2118.0
381 Lakeside Road,1495000,3.0,2.0,"Newburgh, NY, 12550",2215.0
17 Orchard Heights Drive,374999,3.0,1.0,"Newburgh, NY, 12550",1304.0
61 Delaware Road,385000,4.0,3.0,"Newburgh, NY, 12550",1970.0
253 3rd Street,349900,5.0,2.0,"Newburgh, NY, 12550",2140.0
15 Gail Place,459000,4.0,2.0,"Newburgh, NY, 12550",2266.0
63 Hy Vue Drive,599999,4.0,3.0,"Newburgh, NY, 12550",2871.0
225 Montgomery Street,750000,6.0,3.0,"Newburgh, NY, 12550",3583.0
48 Wesley Court,529000,4.0,4.0,"Newburgh, NY, 12550",2869.0
106 Carson Avenue,325000,5.0,3.0,"Newburgh, NY, 12550",1824.0
91 Dubois Street,225000,3.0,2.0,"Newburgh, NY, 12550",3061.0
515 Park Avenue,299000,3.0,2.0,"Newburgh, NY, 12550",924.0
4 Ashwood Terrace,399000,3.0,3.0,"Newburgh, NY, 12550",1878.0
Canterbury Drive Road,199000,6.0,,"Newburgh, NY, 12550",
145 Chambers Street,249900,3.0,2.0,"Newburgh, NY, 12550",2310.0
2 Christie Road,339900,4.0,2.0,"Newburgh, NY, 12550",1746.0
22 Memorial Drive,339000,4.0,2.0,"Newburgh, NY, 12550",2157.0
215 Colden Hill Road,534999,4.0,3.0,"Newburgh, NY, 12550",1780.0
281 Powell Avenue,349900,3.0,2.0,"Newburgh, NY, 12550",1512.0
23 Stacy Lee Drive,529000,4.0,3.0,"Newburgh, NY, 12550",2600.0
70 Leroy Place,785000,4.0,3.0,"Newburgh, NY, 12550",2637.0
18 Old South Plank Road,479999,3.0,2.0,"Newburgh, NY, 12550",2367.0
151 N Fostertown Drive,550000,3.0,4.0,"Newburgh, NY, 12550",4628.0
284 Liberty Street,545000,3.0,3.0,"Newburgh, NY, 12550",2970.0
4 Deer Run Road,460000,4.0,2.0,"Newburgh, NY, 12550",2621.0
44 Winona Avenue,329700,3.0,1.0,"Newburgh, NY, 12550",1106.0
240 Colden Hill Road,499900,4.0,3.0,"Newburgh, NY, 12550",1884.0
174 Orchard Street,259900,3.0,1.0,"Newburgh, NY, 12550",1180.0
129 Johnston Street,160000,7.0,3.0,"Newburgh, NY, 12550",3238.0
1506 Cortland Drive 15F,149000,2.0,1.0,"Newburgh, NY, 12550",900.0
1506 Cortland,149000,2.0,1.0,"Newburgh, NY, 12550",864.0
113-115 Chambers Street,549000,9.0,3.0,"Newburgh, NY, 12550",5588.0
594 S Plank Road,209500,3.0,2.0,"Newburgh, NY, 12550",1322.0
1 Tower Road,424900,3.0,2.0,"Newburgh, NY, 12550",1472.0
43 Lutheran Street,255000,4.0,2.0,"Newburgh, NY, 12550",1824.0
9 Echo Lane,749000,7.0,5.0,"Newburgh, NY, 12550",3119.0
162 Dubois Street,225000,,,"Newburgh, NY, 12550",
14 Norton Street,230000,3.0,1.0,"Newburgh, NY, 12550",1056.0
16 Hideaway Lane,550000,4.0,3.0,"Newburgh, NY, 12550",4091.0
170 Montgomery Street,720000,8.0,4.0,"Newburgh, NY, 12550",4417.0
11 Hopeview Court,739000,4.0,4.0,"Newburgh, NY, 12550",4600.0
44 Williams Avenue,525000,4.0,3.0,"Newburgh, NY, 12550",2684.0
25 Sherman Drive,260000,3.0,2.0,"Newburgh, NY, 12550",1000.0
21 Loscerbo Lane,575000,4.0,4.0,"Newburgh, NY, 12550",3336.0
50 Chestnut Lane,300000,3.0,2.0,"Newburgh, NY, 12550",1556.0
338 Robinson Avenue,279000,3.0,1.0,"Newburgh, NY, 12550",988.0
2 Gala Drive,599000,4.0,4.0,"Newburgh, NY, 12550",3000.0
98 Lattintown Road,278000,3.0,1.0,"Newburgh, NY, 12550",1848.0
16 Carroll Street,309999,2.0,2.0,"Newburgh, NY, 12550",1722.0
74 Lander Street,255000,,,"Newburgh, NY, 12550",
6 Washington Place,237000,2.0,2.0,"Newburgh, NY, 12550",912.0
2 Park Place C3D,395000,2.0,2.0,"Newburgh, NY, 12550",1473.0
5421 Route 9W,339000,,,"Newburgh, NY, 12550",
117 Lander Street,125000,,,"Newburgh, NY, 12550",
119 Lander Street,125000,,,"Newburgh, NY, 12550",
404 Parr Meadow Drive 4D,164447,2.0,1.0,"Newburgh, NY, 12550",880.0
86 Johnston Street,245000,5.0,2.0,"Newburgh, NY, 12550",1260.0
109 Bennett Road,239000,3.0,3.0,"Newburgh, NY, 12550",2272.0
57 Lexington Drive,739000,6.0,5.0,"Newburgh, NY, 12550",5021.0
28 Poplar Street,275000,3.0,2.0,"Newburgh, NY, 12550",1440.0
1162 Maggie Road 93,300000,2.0,2.0,"Newburgh, NY, 12550",1149.0
1201 McIntosh Place 12A,129900,2.0,1.0,"Newburgh, NY, 12550",864.0
1212 River View Court,589999,2.0,3.0,"Newburgh, NY, 12550",2417.0
29 Sylvan Park Drive,500000,4.0,3.0,"Newburgh, NY, 12550",2652.0
131 Renwick Street,450000,9.0,3.0,"Newburgh, NY, 12550",2808.0
127 Locust Lane,499000,4.0,3.0,"Newburgh, NY, 12550",2206.0
105 Parkview Street S,279900,2.0,1.0,"Newburgh, NY, 12550",910.0
105 Parkview S Street,279900,2.0,1.0,"Newburgh, NY, 12550",910.0
516 Center Street,329000,3.0,2.0,"Newburgh, NY, 12550",1425.0
28 N Fostertown Drive,280413,4.0,2.0,"Newburgh, NY, 12550",1260.0
44 Thompson Street,239900,2.0,1.0,"Newburgh, NY, 12550",816.0
147 W Parmenter Street,275000,3.0,2.0,"Newburgh, NY, 12550",1008.0
87 Cronomer Heights Drive,649000,2.0,2.0,"Newburgh, NY, 12550",2661.0
87 Cronomer Hts Drive,649000,2.0,2.0,"Newburgh, NY, 12550",2661.0
Route 32,39900,1.0,,"Newburgh, NY, 12550",
228 Carter Avenue,344900,3.0,2.0,"Newburgh, NY, 12550",1790.0
127 Highland Avenue,89999,0.0,,"Newburgh, NY, 12550",
125 Highland Avenue,89999,1.0,,"Newburgh, NY, 12550",
129 Highland Avenue,89999,0.0,,"Newburgh, NY, 12550",
482 Liberty Street,350000,5.0,2.0,"Newburgh, NY, 12550",2846.0
22 Loscerbo Lane,599000,3.0,4.0,"Newburgh, NY, 12550",4233.0
56 Van Ness Street,239000,6.0,2.0,"Newburgh, NY, 12550",1500.0
228 Grand Street A,500000,,,"Newburgh, NY, 12550",
85 Henry Avenue,255000,3.0,2.0,"Newburgh, NY, 12550",1200.0
28 Wintergreen Avenue,255000,3.0,2.0,"Newburgh, NY, 12550",1632.0
309 Liberty Street,315000,3.0,3.0,"Newburgh, NY, 12550",1225.0
446 First Street,285000,3.0,2.0,"Newburgh, NY, 12550",1525.0
169 Holmes Road,199000,3.0,2.0,"Newburgh, NY, 12550",2214.0
11 Chestnut Street,229900,2.0,1.0,"Newburgh, NY, 12550",864.0
65 North Street,344999,3.0,2.0,"Newburgh, NY, 12550",1724.0
8 10 S Miller Street,675000,15.0,7.0,"Newburgh, NY, 12550",7360.0
84 Carpenter Avenue,270000,4.0,2.0,"Newburgh, NY, 12550",1790.0
39 Susan Drive 0,425000,3.0,2.0,"Newburgh, NY, 12550",1304.0
516 Lakeside Road,699900,5.0,4.0,"Newburgh, NY, 12550",4600.0
107 Parr Meadow Drive 1G,215000,2.0,1.0,"Newburgh, NY, 12550",1000.0
165 Lattintown Rd,88000,3.0,2.0,"Newburgh, NY, 12550",800.0
26 Nob Circle,299900,3.0,2.0,"Newburgh, NY, 12550",1146.0
25 Bright Star Dr,599000,6.0,4.0,"Newburgh, NY, 12550",5500.0
241 Gidney Avenue,224900,2.0,1.0,"Newburgh, NY, 12550",1120.0
1 Carroll Street,375000,4.0,3.0,"Newburgh, NY, 12550",1600.0
42 Wesley Court,499500,4.0,3.0,"Newburgh, NY, 12550",2301.0
282 Liberty Street,279000,,,"Newburgh, NY, 12550",
5 Lena Lane,459000,3.0,3.0,"Newburgh, NY, 12550",1812.0
228 Grand Street,500000,,,"Newburgh, NY, 12550",
14 5th Avenue,299900,2.0,2.0,"Newburgh, NY, 12550",1048.0
90 Lander Street,249000,,,"Newburgh, NY, 12550",
65 Lander Street,224999,6.0,2.0,"Newburgh, NY, 12550",1718.0
14 Ohio Drive,400000,4.0,3.0,"Newburgh, NY, 12550",2051.0
Oak St & River Road,250000,2.0,,"Newburgh, NY, 12550",
23 Maywood Drive,625000,4.0,3.0,"Newburgh, NY, 12550",3462.0
Barbara Drive,149900,2.2,,"Newburgh, NY, 12550",
Tbd Fifth Ave 5th Ave,50000,2.0,,"Newburgh, NY, 12550",
218 Renwick Street,309900,3.0,2.0,"Newburgh, NY, 12550",1806.0
208 Renwick Street,325000,5.0,2.0,"Newburgh, NY, 12550",1796.0
78 Benkard Avenue,340000,5.0,2.0,"Newburgh, NY, 12550",1968.0
79 Carson Avenue,289000,4.0,2.0,"Newburgh, NY, 12550",2060.0
12 Tulip Lane,315000,3.0,1.0,"Newburgh, NY, 12550",1260.0
28 Flemming Drive,279000,3.0,2.0,"Newburgh, NY, 12550",1000.0
21 Barton Street,319900,3.0,2.0,"Newburgh, NY, 12550",1060.0
32 Richman Avenue,299000,4.0,2.0,"Newburgh, NY, 12550",2040.0
39 Susan Dr,425000,3.0,2.0,"Newburgh, NY, 12550",1304.0
209 Hy Vue Circle,360000,2.0,1.0,"Newburgh, NY, 12550",1494.0
52 Susan Drive,625000,3.0,3.0,"Newburgh, NY, 12550",2518.0
157 Robinson Avenue,400000,4.0,2.0,"Newburgh, NY, 12550",1680.0
165 Lattintown 61,68900,2.0,1.0,"Newburgh, NY, 12550",780.0
50 Carson Avenue,305000,5.0,3.0,"Newburgh, NY, 12550",1688.0
149 W Parmenter Street,95000,2.0,1.0,"Newburgh, NY, 12550",492.0
111 Larter Avenue,279000,3.0,2.0,"Newburgh, NY, 12550",1628.0
449 3rd Street,399500,5.0,2.0,"Newburgh, NY, 12550",1560.0
0 Foxwood Drive,79995,1.0,,"Newburgh, NY, 12550",
0 Foxwood Drive,79995,1.0,,"Newburgh, NY, 12550",
Poppy La Lester Clrk Road,350000,7.16,,"Newburgh, NY, 12550",
Cloud Street,225000,5.8,,"Newburgh, NY, 12550",
3 Pinnacle Boulevard,1350000,4.0,6.0,"Newburgh, NY, 12550",6083.0
4 Frozen Ridge Road,249999,5.3,,"Newburgh, NY, 12550",
Lot 8 Madison Rose Court,137500,1.4,,"Newburgh, NY, 12550",
6 Avoca Street,289999,4.0,3.0,"Newburgh, NY, 12550",1964.0
Frozen Ridge Lot 3 Road,89000,1.2,,"Newburgh, NY, 12550",
Frozen Ridge Lot 2 Road,89000,1.1,,"Newburgh, NY, 12550",
2 Distillery Path,714900,4.0,5.0,"Newburgh, NY, 12550",5927.0
1825 Route 300,79000,1.1,,"Newburgh, NY, 12550",
4 Chelsea View Terrace,2950000,5.0,8.0,"Newburgh, NY, 12550",9293.0
16 Hilltop Avenue,315000,3.0,1.0,"Newburgh, NY, 12550",1248.0
9 Arlington Place,284999,6.0,2.0,"Newburgh, NY, 12550",1786.0
55 Grove Street,245000,4.0,2.0,"Newburgh, NY, 12550",1704.0
405 Grand Street,449000,3.0,2.0,"Newburgh, NY, 12550",2794.0
Lakeside Road,1100000,88.1,,"Newburgh, NY, 12550",
199 Chambers Street,225000,6.0,2.0,"Newburgh, NY, 12550",5342.0
52 S Miller Street,424999,9.0,3.0,"Newburgh, NY, 12550",2310.0
86 N Drury Lane,525000,4.0,3.0,"Newburgh, NY, 12550",2210.0
299 Liberty Street,550000,7.0,4.0,"Newburgh, NY, 12550",3318.0
9 Sky View Court,275000,2.1,,"Newburgh, NY, 12589",
391 Liberty Street,248000,4.0,2.0,"Newburgh, NY, 12550",2000.0
355 Liberty Street,370000,6.0,3.0,"Newburgh, NY, 12550",2740.0
Summer Drive,1450000,48.8,,"Newburgh, NY, 12550",
23 Merritt Lane,449999,2.8,,"Newburgh, NY, 12550",
6 Pond Ridge Crossing,99599,1.0,,"Newburgh, NY, 12550",
River Road,250000,4.4,,"Newburgh, NY, 12550",
38 Route 17K,6000000,18.7,,"Newburgh, NY, 12550",
#12 Anchor Drive,179000,1.1,,"Newburgh, NY, 12550",
Fletcher Drive,150000,0.16,,"Newburgh, NY, 12550",
58 Fleetwood Drive,595000,4.0,4.0,"Newburgh, NY, 12550",3146.0
22 Maywood Road,595000,4.0,4.0,"Newburgh, NY, 12550",3146.0
Anchor Drive,280000,1.1,,"Newburgh, NY, 12550",
Chelsea VIEWLOT#15,300000,0.95,,"Newburgh, NY, 12550",
Chelsea VIEWLOT#11,415000,1.65,,"Newburgh, NY, 12550",
Chelsea VIEWLOT#4,415000,3.3,,"Newburgh, NY, 12550",
100 Corporate Boulevard,1600000,2.7,,"Newburgh, NY, 12550",
147 Gidney Avenue,240000,3.0,1.0,"Newburgh, NY, 12550",1144.0
149 Wisner Avenue,230000,3.0,1.0,"Newburgh, NY, 12550",1253.0
157 Chambers Street,274900,,,"Newburgh, NY, 12550",
Pinnacle Boulevard,1700000,24.0,,"Newburgh, NY, 12550",
170 Carson Avenue,230000,3.0,1.0,"Newburgh, NY, 12550",1728.0
58 Larter Avenue,119000,2.0,1.0,"Newburgh, NY, 12550",736.0
109 Clinton Street,175000,3.0,2.0,"Newburgh, NY, 12550",1120.0
269 Powell Avenue,185000,3.0,2.0,"Newburgh, NY, 12550",2054.0
318 Rock Cut Road,49990,2.7,,"Newburgh, NY, 12586",
River Road Lot # 18,230000,1.65,,"Newburgh, NY, 12553",
Chelsea VIEWLOT#12,315000,2.9,,"Newburgh, NY, 12550",
Pinnacle Blvd Lot #,255000,24.0,,"Newburgh, NY, 12550",
2 Pinnacle Boulevard,245000,1.45,,"Newburgh, NY, 12550",
Chelsea View Terrace,300000,2.9,,"Newburgh, NY, 12550",
536 River Road,245000,1.16,,"Newburgh, NY, 12550",
6 Pinnacle Lot 16 Boulevard,300000,1.0,,"Newburgh, NY, 12550",
River Lot 18 Road,230000,1.66,,"Newburgh, NY, 12553",
1 Pinnacle Boulevard,255000,1.0,,"Newburgh, NY, 12550",
386 Lakeside Lot 3 Road,139000,5.0,,"Newburgh, NY, 12550",
"Newburgh, 12550",798000,5.0,,"Newburgh, NY, 12550",
"Newburgh, 12550",415000,3.29,,"Newburgh, NY, 12550",
"Newburgh, 12550",415000,1.65,,"Newburgh, NY, 12550",
